rank;name;agency;real name;group;age;height;weight;blood type;origin;country;position;industry;gender;curr date;birth date
166;Hoya;Woollim Entertainment;Lee Ho-dong;Infinite;29;178;;AB;Busan;South Korea;Main Dancer, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;28.03.1991
167;Sungyeol;Woollim Entertainment;Lee Seong Yeol;Infinite;28;183;;B;;South Korea;Vocalist, Lead Rapper;K-pop;Male;23.04.2020;27.08.1991
168;Dongwoo;Woollim Entertainment;Jang Dong Woo;Infinite;29;175;;A;Gyeonggi;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Male;23.04.2020;22.11.1990
169;Sunggyu;Woollim Entertainment;Kim Sung Gyu;Infinite;31;178;;A;North Jeolla;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;28.04.1989
170;Woohyun;Woollim Entertainment;Nam Woo Hyun;Infinite;29;176;;B;Chungcheong;South Korea;Main Vocalist, Lead Dancer, Temporary Leader;K-pop;Male;23.04.2020;08.02.1991
171;Jibeom;Woolim Entertainment;Kim Jibeom;Golden Child;21;176;;B;Busan;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;03.02.1999
172;TAG;Woolim Entertainment;Son Youngtaek;Golden Child;22;178;60;O;Hwaseong;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;13.04.1998
173;Jangjun;Woolim Entertainment;Lee Jangjun;Golden Child;23;;;A;Jeongju;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;03.03.1997
174;Y;Woolim Entertainment;Choi Seongyoon;Golden Child;24;;;O;Changwon;South Korea;Main Vocalist, Visual;K-pop;Male;23.04.2020;31.07.1995
175;Daeyeol;Woolim Entertainment;Lee Daeyeol;Golden Child;27;;;B;Gyeonggi-do;South Korea;Leader, Lead Dancer, Lead Vocalist;K-pop;Male;23.04.2020;11.02.1993
176;Seungmin;Woolim Entertainment;Bae Seungmin;Golden Child;21;;;A;Gwangju;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;13.10.1998
177;Jaehyun;Woolim Entertainment;Bong Jaehyun;Golden Child;21;177;;O;Seoul;South Korea;Vocalist;K-pop;Male;23.04.2020;04.01.1999
178;Donghyun;Woolim Entertainment;Kim Donghyun;Golden Child;21;172;;A;Seoul;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;23.02.1999
179;Jaeseok;Woolim Entertainment;Park Jaeseok;Golden Child;24;183;;A;Cheongju;South Korea;Lead Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;20.11.1995
180;Joochan;Woolim Entertainment;Hong Joochan;Golden Child;20;;;O;Seoul;South Korea;Main Vocalist;K-pop;Male;23.04.2020;31.07.1999
181;Bomin;Woolim Entertainment;Choi Bomin;Golden Child;19;180;;B;Gyeongi;South Korea;Lead Dancer, Vocalist, Visual, Face of The Group, Maknae;K-pop;Male;23.04.2020;24.08.2000
182;Daeyang;Wong Fu Productions;David Choi;BgA;25;;;;;South Korea;Main Vocalist, Composer, Visual;K-pop;Male;23.04.2020;22.03.1995
183;P-Dragon;Wong Fu Productions;Philip Wang;BgA;24;;;;;South Korea;Main Dancer, Visual, Drama;K-pop;Male;23.04.2020;28.10.1995
184;Jeungri;Wong Fu Productions;Ahn Junsung;BgA;20;;;;Seoul;South Korea;Maknae, Choreographer, Vocalist;K-pop;Male;23.04.2020;18.02.2000
185;R.O.P;Wong Fu Productions;Ryan Higa;BgA;25;173;;;;South Korea;Leader, Main Rapper, Vocalist;K-pop;Male;23.04.2020;06.06.1994
186;J-Lite;Wong Fu Productions;Justin Chon;BgA;20;168;;;;South Korea;Main Visual;K-pop;Male;23.04.2020;29.05.1999
187;Seunghyun;WM Entertainment;Lee Seung Hyun;Ggumnamu;;171;55;B;;South Korea;Lead Vocalist, Lead Dancer, Rapper;K-pop;Female;23.04.2020;
188;Yeongin;WM Entertainment;Cho Yeong In;Ggumnamu;18;166;53;A;;South Korea;Lead Dancer, Vocalist, Rapper;K-pop;Female;23.04.2020;31.10.2001
189;Baro;WM Entertainment;Cha Sun Woo;B1A4;27;178;63;B;;South Korea;Main Rapper;K-pop;Male;23.04.2020;05.09.1992
190;Jinyoung;WM Entertainment;Jung Jin Young;B1A4;28;178;59;A;;South Korea;Leader, Lead Vocalist;K-pop;Male;23.04.2020;18.11.1991
191;Gongchan;WM Entertainment;Gong Chan Shik;B1A4;26;181;60;A;;South Korea;Lead Dancer, Vocalist, Visual/Face of the Group, Maknae;K-pop;Male;23.04.2020;14.08.1993
192;Chaewon;WM Entertainment;Hwang Chae Won;Ggumnamu;;;;;;South Korea;Lead Vocalist, Main Dancer;K-pop;Female;23.04.2020;
193;Jowoon;WM Entertainment;Kim Jo Woon;Ggumnamu;;;;;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;
194;Chaeyeon;WM Entertainment;Lee Chaeyeon;Ggumnamu;20;165;47;A;;South Korea;Leader, Main Dancer, Lead Vocalist, Rapper, Face Of The Group;K-pop;Female;23.04.2020;11.01.2000
195;MK;WM Entertainment;;ONF;24;177;;AB;Anyang;South Korea;Lead Vocalist, Sub Rapper;K-pop;Male;23.04.2020;16.11.1995
196;U;WM Entertainment;;ONF;21;;;AB;Osaka;Japan;Main Dancer, Lead Rapper, Sub Vocalist, Maknae;K-pop;Male;23.04.2020;16.03.1999
197;Hyojung;WM Entertainment;Choi Hyojung;Oh My Girl Banhana;25;160;46;;Gangwon;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;28.07.1994
198;Laun;WM Entertainment;;ONF;20;;;AB;Chungcheongnam-do;South Korea;Main Dancer, Sub Vocalist, Maknae;K-pop;Male;23.04.2020;12.08.1999
199;Wyatt;WM Entertainment;;ONF;25;;;O;Seoul;South Korea;Main Rapper, Main Dancer;K-pop;Male;23.04.2020;23.01.1995
200;J-US;WM Entertainment;;ONF;25;;;AB;Seoul;South Korea;OFF Team Leader, Lead Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;13.01.1995
201;E-Tion;WM Entertainment;;ONF;25;;;B;Jeonju;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;24.12.1994
202;Hyojin;WM Entertainment;;ONF;26;;;O;Seoul;South Korea;ON Team Leader, Main Vocalist;K-pop;Male;23.04.2020;22.04.1994
203;Arin;WM Entertainment;Choi Yewon;Oh My Girl Banhana;20;164;47;;South Gyeongnam;South Korea;Main Dancer, Vocalist, Center, Maknae;K-pop;Female;23.04.2020;18.06.1999
204;Binnie;WM Entertainment;Bae Yubin;Oh My Girl Banhana;22;160.5;49;;Gangwon;South Korea;Lead Vocalist, Visual;K-pop;Female;23.04.2020;09.09.1997
205;JinE;WM Entertainment;Shin Hye-jin;OH MY GIRL;25;160;48;A;North Gyeongsang;South Korea;Vocalist;K-pop;Female;23.04.2020;22.01.1995
206;CNU;WM Entertainment;Shin Dong Woo;B1A4;28;182;64;A;;South Korea;Main Dancer, Lead Vocalist, Lead Rapper;K-pop;Male;23.04.2020;16.06.1991
207;Arin;WM Entertainment;Choi Ye-won;OH MY GIRL;20;164;47;O;South Gyeongnam;South Korea;Lead Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;18.06.1999
208;Binnie;WM Entertainment;Bae Yu-bin;OH MY GIRL;22;160.5;49;O;Gangwon;South Korea;Vocalist;K-pop;Female;23.04.2020;09.09.1997
209;Jiho;WM Entertainment;Kim Ji-ho;OH MY GIRL;23;165;49;A;North Chungcheong;South Korea;Lead Vocalist, Lead Dancer, Visual;K-pop;Female;23.04.2020;04.04.1997
210;Seunghee;WM Entertainment;Hyun Seung-hee;OH MY GIRL;24;160;48;B;Gangwon;South Korea;Main Vocalist;K-pop;Female;23.04.2020;25.01.1996
211;YooA;WM Entertainment;Yoo Yeon-joo;OH MY GIRL;24;161;50;A;;South Korea;Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;17.09.1995
212;Mimi;WM Entertainment;Kim Mi-hyun;OH MY GIRL;24;163;50;AB;Jeju Island;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Female;23.04.2020;01.05.1995
213;Hyojung;WM Entertainment;Choi Hyo-jung;OH MY GIRL;25;160;46;AB;Gangwon;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;28.07.1994
214;Sandeul;WM Entertainment;Lee Jung Hwan;B1A4;28;175;62;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;20.03.1992
215;Hyunseo;WM Entertainment;Jung Hyun Seo;Ggumnamu;;;;;;South Korea;Lead Dancer, Vocalist, Visual;K-pop;Female;23.04.2020;
216;Seoyoon;WKS ENE;;I LUV;;;;;;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;
217;Minah;WKS ENE;;I LUV;;;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;
218;Jiho;WKS ENE;;I LUV;;;;;;South Korea;Vocalist, Rapper;K-pop;Female;23.04.2020;
219;Cui Xiang;WKS ENE;;I LUV;;;;;;South Korea;Lead Vocalist, Lead Rapper, Main Dancer;K-pop;Female;23.04.2020;
220;Sooyeon;WKS ENE;;I LUV;;;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;
221;Jiwon;WKS ENE;;I LUV;;;;;;South Korea;Lead Vocalist, Visual;K-pop;Female;23.04.2020;
222;Mari;WKS ENE;;I LUV;;;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;
223;Gahyun;WKS ENE;;I LUV;;;;;;South Korea;Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;
224;Dahyun;WKS ENE;;I LUV;;;;;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;
225;SeolA;withHC;Lee Seol-A;ABRY;25;;;;Seoul;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;29.08.1994
226;Yeji;withHC;Kim Ye-ji;ABRY;25;;;;Seoul;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;28.10.1994
227;Soeun;withHC;Kim So-eun;ABRY;26;;;;Gyeonggi-do;South Korea;Vocalist;K-pop;Female;23.04.2020;16.05.1993
228;Gayun;withHC;Shin Ga-yoon;ABRY;27;;;;;South Korea;Leader, Vocalist, Rapper;K-pop;Female;23.04.2020;23.11.1992
229;Hyukjin;Wings Entertainment;Chu Hyuk Jin;A.Cian;28;178;;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;28.02.1992
230;Jungsang;Wings Entertainment;Seo Seung Hyun;A.Cian;29;174;;A;;South Korea;Lead Vocalist, Leader;K-pop;Male;23.04.2020;01.11.1990
231;Sanghyeon;Wings Entertainment;Im Sang Hyeon;A.Cian;27;178;62;B;;South Korea;Rapper, Vocalist;K-pop;Male;23.04.2020;30.06.1992
232;Jin.O;Wings Entertainment;Ma Jin Young;A.Cian;26;185;;O;;South Korea;Main Vocalist, Maknae;K-pop;Male;23.04.2020;07.06.1993
233;Taewoong;Widmay Entertainment;Yoo Taewoong;SNUPER;25;180;58;A;;South Korea;Leader, Rapper, Vocalist;K-pop;Male;23.04.2020;24.05.1994
234;Suhyun;Widmay Entertainment;Choi Hyung-geun;SNUPER;27;177;61;A;Gyeonggi-do;South Korea;Main Vocalist;K-pop;Male;23.04.2020;01.10.1992
235;Sangil;Widmay Entertainment;Shin Sang-il;SNUPER;26;179;56;O;Seoul;South Korea;Main Vocalist;K-pop;Male;23.04.2020;01.05.1993
236;Woosung;Widmay Entertainment;Choi Sung-hyuk;SNUPER;25;183;66;;Seoul;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;24.09.1994
237;Sangho;Widmay Entertainment;Jo Sang-ho;SNUPER;25;183;59;A;Gyeongsang-do;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;10.02.1995
238;Sebin;Widmay Entertainment;Jang Se-bin;SNUPER;24;181;63;O;Gyeonggi-do;South Korea;Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;24.04.1996
239;Jihye;WD Entertainment;Lee Jihye;WhiteDay;20;162;;A;;South Korea;Leader;K-pop;Female;23.04.2020;12.11.1999
240;Eunji;WD Entertainment;Oh Eunji;WhiteDay;20;161;;B;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;24.05.1999
241;Yujung;WD Entertainment;Kang Yujung;WhiteDay;19;163;;A;;South Korea;Maknae;K-pop;Female;23.04.2020;29.09.2000
242;Hongrang;Wannabe Academy;Jeon Hong-rang;Kitten Girls;;158.6;;;;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;
243;Gabin;Wannabe Academy;;Kitten Girls;;;;;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;
244;Yesol;Wannabe Academy;Park Ye-sol;Kitten Girls;26;;;;;South Korea;Lead Vocalist, Maknae;K-pop;Female;23.04.2020;23.01.1994
245;YeA;Wannabe Academy;Park Ye-seul;Kitten Girls;26;;;;;South Korea;Main Dancer;K-pop;Female;23.04.2020;04.12.1993
246;L:ambda;W Entertainment;Lee Yeon Woo;AlphaBAT;27;177;56;O;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;11.05.1992
247;K:appa;W Entertainment;Lee Yong Hun;AlphaBAT;27;172;58;;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;13.12.1992
248;G:amma;W Entertainment;Kim Jun Su;AlphaBAT;27;183;67;O;;South Korea;Lead Vocalist, Maknae;K-pop;Male;23.04.2020;09.02.1993
249;B:eta;W Entertainment;Ji Ha Yong;AlphaBAT;32;172;60;O;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;20.05.1987
250;E:psilon;W Entertainment;Yoo Yeong Jin;AlphaBAT;28;170;62;B;;South Korea;Vocalist, Main Rapper, Main Dancer;K-pop;Male;23.04.2020;06.08.1991
251;Ahxian;VT Entertainment;Park Sungkook;Vanner;24;177;60;AB;;South Korea;Lead Rapper;K-pop;Male;23.04.2020;27.03.1996
252;Yungkwang;VT Entertainment;Ahn Youngjun;Vanner;22;176;58;O;;South Korea;Vocalist, Visual, Maknae;K-pop;Male;23.04.2020;22.09.1997
253;Taehwan;VT Entertainment;Lee Taehwan;Vanner;26;174;58;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;15.01.1994
254;Hyesung;VT Entertainment;Park Hyeseong;Vanner;24;174;57;A;;South Korea;Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;17.01.1996
255;Gon;VT Entertainment;Lee Won Seo;Vanner;24;180;65;B;;South Korea;Vocalist, Main Rapper, Main Dancer;K-pop;Male;23.04.2020;07.08.1995
256;Jinny;Vine Entertainment;Jinny Park;VINE Girls;22;163;;B;;USA;Rapper, Vocalist, Dancer;K-pop;Female;23.04.2020;19.01.1998
257;Seulki;Vine Entertainment;Jung Seulki;S#afla;29;;;;;South Korea;Subvocal, maknae;K-pop;Female;23.04.2020;12.05.1990
258;Soohyeon;Vine Entertainment;Kim Seunghyun;S#afla;32;;;;;South Korea;Main vocal;K-pop;Female;23.04.2020;19.04.1988
259;Jisun;Vine Entertainment;Hwang Jisun;S#afla;30;;;;;South Korea;Leader, lead vocal, main dancer, sub-rapper;K-pop;Female;23.04.2020;17.10.1989
260;Yujin;Vine Entertainment;Jung Yujin;S#afla;30;;;;;South Korea;Main rapper, subvocal;K-pop;Female;23.04.2020;23.10.1989
261;Denise;Vine Entertainment;Denise Kim;VINE Girls;19;;;;;USA;Vocalist;K-pop;Female;23.04.2020;11.01.2001
262;Yoojoon;Van Leader Entertainment;Jang Yoo-joon;Tritops;31;179;65;O;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;29.07.1988
263;Woogoon;Van Leader Entertainment;Lee Woo-goon;Tritops;35;182;65;;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;30.01.1985
264;Ilgoon;Van Leader Entertainment;Kim Ilgoon;Tritops;33;182;;AB;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;15.01.1987
265;Hyungmoon;Van Leader Entertainment;Ban Hyung-moon;Tritops;40;179;65;A;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;04.04.1980
266;JL;UPVOTE Entertainment;Kim Joonpyo;CICI;18;184;65;B;;South Korea;Maknae, Lead Vocal, Lead Dancer;K-pop;Male;23.04.2020;31.05.2001
267;Sunghyun;UPVOTE Entertainment;Kim Sunghyun;CICI;22;186;66;A;;South Korea;Vocal, Main Rapper;K-pop;Male;23.04.2020;10.08.1997
268;Haneul;UPVOTE Entertainment;Lee Haneul;CICI;22;178;60;A;;South Korea;Main Dancer, Vocal;K-pop;Male;23.04.2020;09.12.1997
269;Won;UPVOTE Entertainment;Kim Wanshin;CICI;24;177;58;0;;South Korea;Leader, Main Vocal;K-pop;Male;23.04.2020;07.05.1995
270;Sunwoo;Universal Music Group;Choi Da-bin;Boys Republic;28;183;65;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;12.03.1992
271;Minsu;Universal Music Group;Kim Deokseon;Boys Republic;27;175;55;O;;South Korea;Main Rapper, Lead Dancer;K-pop;Male;23.04.2020;15.04.1993
272;Suwoong;Universal Music Group;Lee Suwoong;Boys Republic;25;174;56;B;;South Korea;Lead Vocalist, Lead Dancer, Visual, Maknae;K-pop;Male;23.04.2020;20.01.1995
273;Sungjun;Universal Music Group;Park Sungjun;Boys Republic;27;172;55;AB;;South Korea;Main Dancer, Lead Rapper;K-pop;Male;23.04.2020;17.12.1992
274;Onejunn;Universal Music Group;;Boys Republic;31;179;61;AB;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;22.11.1988
275;Naye;United Creative;Hwang Yeri;Cherry on Top;21;;;O;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;30.08.1998
276;Ian;United Creative;Kim Ian;Cherry on Top;23;;;A;;South Korea;Vocalist;K-pop;Female;23.04.2020;11.10.1996
277;U;United Creative;Song Yujin;Cherry on Top;24;;;O;;South Korea;Leader, Lead Vocalist;K-pop;Female;23.04.2020;03.03.1996
278;Yoonseul;United Creative;Lee Jiwon;Cherry on Top;22;;;A;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;29.07.1997
279;Sieun;UI Entertainment;;RAMISU;26;163;;AB;;Japan;Sub-Vocalist;K-pop;Female;23.04.2020;19.09.1993
280;Hanseol;UI Entertainment;;RAMISU;20;162;;A;Daegu;South Korea;Main Vocalist, Maknae;K-pop;Female;23.04.2020;21.02.2000
281;Roa;UI Entertainment;;RAMISU;23;160;43;A;Seoul;South Korea;Leader, Main Rapper;K-pop;Female;23.04.2020;31.05.1996
282;Nahyun;TS Entertainment;Kim Na Hyun;SONAMOO;24;170;;B;Seoul;South Korea;Sub-Vocalist, Visual;K-pop;Female;23.04.2020;09.12.1995
283;Jihun;TS Entertainment;Kim Jihun;TRCNG;20;176;;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;09.01.2000
284;Hayoung;TS Entertainment;Choi Hayoung;TRCNG;19;181;;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;22.08.2000
285;Hakmin;TS Entertainment;Lee Hakmin;TRCNG;19;171;;B;;South Korea;Vocalist, Dancer;K-pop;Male;23.04.2020;20.09.2000
286;Jisung;TS Entertainment;Kim Jisung;TRCNG;19;171;;O;;South Korea;High-rapper;K-pop;Male;23.04.2020;21.12.2000
287;Hyunwoo;TS Entertainment;Kim Hyunwoo;TRCNG;19;173;;A;;South Korea;Low-rapper, Dancer;K-pop;Male;23.04.2020;21.01.2001
288;Siwoo;TS Entertainment;Yoo Siwoo;TRCNG;18;178;;O;;South Korea;Low-rapper;K-pop;Male;23.04.2020;11.05.2001
289;Hohyeon;TS Entertainment;Lee Hohyeon;TRCNG;18;177;;A;;South Korea;Main Rapper;K-pop;Male;23.04.2020;14.10.2001
290;Kangmin;TS Entertainment;Kim Kangmin;TRCNG;18;169;;A;;South Korea;Main Vocalist, Maknae;K-pop;Male;23.04.2020;13.11.2001
291;Newsun  ;TS Entertainment;Choi Yoon Sun;SONAMOO;22;174;;O;;South Korea;High Rapper, Sub-Vocalist, Maknae;K-pop;Female;23.04.2020;19.06.1997
292;Sumin;TS Entertainment;Ji Su Min;SONAMOO;26;168;;B;;South Korea;Leader, Sub-Vocalist, Dancer;K-pop;Female;23.04.2020;03.03.1994
293;High.D;TS Entertainment;Kim Do Hee;SONAMOO;23;165;;A;Gyeonggi;South Korea;Main Vocalist;K-pop;Female;23.04.2020;21.12.1996
294;Minjae;TS Entertainment;Sung Min Jae;SONAMOO;25;165;;A;Busan;South Korea;Main Vocalist;K-pop;Female;23.04.2020;18.12.1994
295;D.ana;TS Entertainment;Jo Eun Ae;SONAMOO;24;170;;B;Seoul;South Korea;Low Rapper, Lead Dancer, Sub-Vocalist;K-pop;Female;23.04.2020;10.09.1995
296;Euijin;TS Entertainment;Hong Eui Jin;SONAMOO;23;168;;A;Gwangju;South Korea;Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;08.10.1996
297;Lee Hwan Hee;TOP Media;Lee Hwan Hee;UP10TION;21;175;57;O;;South Korea;Lead Dancer, Vocalist, Maknae;K-pop;Male;23.04.2020;13.12.1998
298;Yunseong;TOP Media;Hwang Yuneong;BY9;19;179;60;AB;;South Korea;;K-pop;Male;23.04.2020;30.10.2000
299;Sejin;TOP Media;Lee Sejin;BY9;24;173;51;O;;South Korea;Vocalist;K-pop;Male;23.04.2020;03.04.1996
300;Yuvin;TOP Media;Song Yuvin;BY9;22;180;65;A;Daegu;South Korea;Main Vocalist;K-pop;Male;23.04.2020;28.04.1998
301;Jungmo;TOP Media;Koo Jungmo;BY9;20;181;58;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;05.02.2000
302;Minkyu;TOP Media;Kim Minkyu;BY9;19;183;62;A;;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;12.03.2001
303;C.A.P;TOP Media;Bang Min Soo;Teen Top;;178;;;Seoul;South Korea;Leader, Main Rapper;K-pop;Male;23.04.2020;
304;Tony;TOP Media;Tony Yu;BY9;17;185;69;B;;South Korea;Lead Dancer, Vocalist;K-pop;Male;23.04.2020;21.08.2002
305;Lee Jin Hyuk;TOP Media;Lee Jin Hyuk;UP10TION;23;185;60;O;;South Korea;Main Rapper;K-pop;Male;23.04.2020;08.06.1996
306;Niel;TOP Media;Ahn Daniel;Teen Top;;178;;;Mallipo;South Korea;Main Vocalist;K-pop;Male;23.04.2020;
307;Ricky;TOP Media;Yoo Chang Hyun;Teen Top;;172;;;Seoul;South Korea;Lead Dancer, Vocalist;K-pop;Male;23.04.2020;
308;Changjo;TOP Media;Choi Jong Hyun;Teen Top;;179;;;Chuncheon;South Korea;Main Dancer, Vocalist, Maknae;K-pop;Male;23.04.2020;
309;L. Joe;TOP Media;Lee Byung Hun;Teen Top;;171;;;;South Korea;Lead Rapper, Vocalist, Visual;K-pop;Male;23.04.2020;
310;Kim Jin Wook;TOP Media;Kim Jin Wook;UP10TION;24;173;56;A;;South Korea;Leader, Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;02.08.1995
311;Kuhn;TOP Media;No Soo Il;UP10TION;24;183;66;O;;South Korea;Vice Leader, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;11.11.1995
312;Go Min Soo;TOP Media;Go Min Soo;UP10TION;23;183;65;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;19.05.1996
313;Changbum;TOP Media;Woo Changbum;100%;26;178;58;O;Gangwon;South Korea;Main Dancer, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;07.10.1993
314;Lee Chang Hyun;TOP Media;Lee Chang Hyun;UP10TION;23;180;62;O;;South Korea;Main Rapper, Main Dancer;K-pop;Male;23.04.2020;24.08.1996
315;Donghyun;TOP Media;;BY9;16;174;55;B;;South Korea;Lead Rapper, Lead Dancer, Maknae;K-pop;Male;23.04.2020;14.05.2003
316;Kim Woo Seok;TOP Media;Kim Woo Seok;UP10TION;23;175;55;B;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;27.10.1996
317;Seon Ye In;TOP Media;Seon Ye In;UP10TION;23;175;55;B;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;06.11.1996
318;Han Gyu Jin;TOP Media;Han Gyu Jin;UP10TION;22;181;67;AB;;South Korea;Lead Dancer, Vocalist;K-pop;Male;23.04.2020;21.11.1997
319;Chunji;TOP Media;Lee Chan Hee;Teen Top;;173;;;Gyeonggi;South Korea;LeadVocalist, Visual;K-pop;Male;23.04.2020;
320;Win  ;TOP Media;Bang Junhyuk;MCND;15;172;47;B;;South Korea;Lead Rapper, Maknae;K-pop;Male;23.04.2020;19.12.2004
321;Huijun  ;TOP Media;No Huijun;MCND;16;176;60;AB;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;07.10.2003
322;Minjae  ;TOP Media;Song Minjae;MCND;16;180;65;B;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;23.08.2003
323;BIC;TOP Media;Nam Seungmin;MCND;19;173;55;B;;South Korea;Rapper, Main Dancer;K-pop;Male;23.04.2020;25.04.2001
324;Castle J;TOP Media;Son SungJun;MCND;20;;;;;South Korea;Main Rapper;K-pop;Male;23.04.2020;31.05.1999
325;Jinhyuk;TOP Media;Lee Jinhyuk;BY9;23;185;62;O;Seoul;South Korea;Leader, Main Rapper;K-pop;Male;23.04.2020;08.06.1996
326;Wonjin;TOP Media;Ham Wonjin;BY9;19;174;57;O;;South Korea;Lead Dancer, Lead Vocalist;K-pop;Male;23.04.2020;22.03.2001
327;Sanghoon;TOP Media;Lee Sanghoon;100%;26;182;63;A;Chungcheong;South Korea;Vocalist, Visual, Maknae;K-pop;Male;23.04.2020;23.12.1993
328;Jonghwan;TOP Media;Jo Jonghwan;100%;27;177;61;AB;Seongnam;South Korea;Vocalist;K-pop;Male;23.04.2020;23.11.1992
329;Rockhyun;TOP Media;Kim Rockhyun;100%;29;176;61;B;Gyeonggi;South Korea;Main Vocalist;K-pop;Male;23.04.2020;10.02.1991
330;Minwoo;TOP Media;Seo Minwoo;100%;35;177;62;O;Daegu;South Korea;Leader, Vocalist, Lead Dancer;K-pop;Male;23.04.2020;08.02.1985
331;Chanyong;TOP Media;Kim Chanyong;100%;27;180;63;O;;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;29.04.1993
332;Hyukjin;TOP Media;Jang Hyukjin;100%;26;176;62;B;Busan;South Korea;Lead Vocalist, Lead Dancer, Maknae;K-pop;Male;23.04.2020;20.12.1993
333;Mingyu;Top Cloud Entertainment;Yeom Min Gyu;Like A Movie;24;173;58;O;;South Korea;Main Vocalist, Lead Dancer;K-pop;Male;23.04.2020;28.04.1996
334;Domo;Top Cloud Entertainment;Ahn Do Mo;Like A Movie;28;180;63;A;;South Korea;Leader, Lead Vocalist, Main Dancer;K-pop;Male;23.04.2020;13.03.1992
335;Siryu;Top Cloud Entertainment;Lee Woong;Like A Movie;25;181;64;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;14.05.1994
336;Woohyuk;Top Cloud Entertainment;Choi Woo Hyuk;Like A Movie;24;181;63;B;;South Korea;Vocalist, Lead Dancer;K-pop;Male;23.04.2020;09.11.1995
337;Joha;Top Cloud Entertainment;Kim Ji Hyeok;Like A Movie;21;177;60;O;;South Korea;Main Rapper, Maknae;K-pop;Male;23.04.2020;22.08.1998
338;Howoo;Top Cloud Entertainment;;Like A Movie;;178;63;O;;South Korea;Rapper;K-pop;Male;23.04.2020;
339;Jungnam;The Turbo Co;Kim Jungnam;Turbo;47;;;;;South Korea;Rapper, Dancer;K-pop;Male;23.04.2020;25.01.1973
340;Jongkook;The Turbo Co;Kim Jongkook;Turbo;44;178;75;A;Hapcheon;South Korea;Vocalist;K-pop;Male;23.04.2020;25.04.1976
